"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID","Species_group","Admitted_date"
"445","6/9/1999","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","1649_ANHU","Selasphorus",1999-06-09
"446","7/2/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","2084_ANHU","Non-Selasphorus",2001-07-02
"447","2/21/2014","Released","malibu","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","found on the ground","Non-selasphorus spp.","6045_ANHU","Selasphorus",2014-02-21
"448","3/24/2014","Died","Lindsey","Yes","ANHU","Male","adult-like",3,"Spring","nest-related","Non-selasphorus spp.","4918_ANHU","Non-Selasphorus",2014-03-24
"449","3/21/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4914_ANHU","Selasphorus",2014-03-21
"450","7/18/2010","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","4024_ANHU","Non-Selasphorus",2010-07-18
"451","3/8/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2404_ANHU","Non-Selasphorus",2003-03-08
"452","2/4/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","1537_ANHU","Non-Selasphorus",1999-02-04
"453","5/1/2006","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3081_ANHU","Non-Selasphorus",2006-05-01
"454","2/3/1992","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","found on the ground","Non-selasphorus spp.","203_ANHU","Selasphorus",1992-02-03
"455","7/31/2003","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","2555_ALHU","Selasphorus",2003-07-31
"456","12/2/2014","Died","malibu","Yes","Selasphorus","Male","adult-like",1,"Winter","found on the ground","Selasphorus spp.","6266_ALHU","Selasphorus",2014-12-02
"457","4/2/2010","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3902_ANHU","Non-Selasphorus",2010-04-02
"458","4/15/1998","Died","Lindsey","No","Non-selasphorus","unknown","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1385_COHU","Selasphorus",1998-04-15
"459","5/31/2015","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","6443_ALHU","Selasphorus",2015-05-31
"460","1/5/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1144_ANHU","Non-Selasphorus",1997-01-05
"461","4/9/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","3054_ANHU","Non-Selasphorus",2006-04-09
"462","9/14/2001","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Fall","window hit","Selasphorus spp.","2122_ALHU","Selasphorus",2001-09-14
"463","3/9/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1760_ANHU","Non-Selasphorus",2000-03-09
"464","12/7/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","4839_ANHU","Non-Selasphorus",2013-12-07
"465","6/14/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5048_ANHU","Non-Selasphorus",2014-06-14
"466","7/25/1992","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","349_ANHU","Non-Selasphorus",1992-07-25
"467","6/5/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","303_ANHU","Non-Selasphorus",1992-06-05
"468","4/8/2013","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4676_ANHU","Selasphorus",2013-04-08
"469","6/25/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","134_ANHU","Non-Selasphorus",1991-06-25
"470","5/17/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5007_ANHU","Selasphorus",2014-05-17
"471","6/24/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","884_ANHU","Non-Selasphorus",1995-06-24
"472","4/11/1999","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1589_ANHU","Non-Selasphorus",1999-04-11
"473","3/22/2014","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","4915_ANHU","Non-Selasphorus",2014-03-22
"474","7/5/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","4786_ANHU","Non-Selasphorus",2013-07-05
"475","6/24/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","5063_ANHU","Non-Selasphorus",2014-06-24
"476","6/1/1994","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","659_ANHU","Selasphorus",1994-06-01
"477","3/10/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","4892_ANHU","Non-Selasphorus",2014-03-10
"478","8/5/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","1700_ANHU","Non-Selasphorus",1999-08-05
"479","6/15/1995","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Summer","found on the ground","Selasphorus spp.","870_ALHU","Selasphorus",1995-06-15
"480","5/19/1998","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1418_ANHU","Selasphorus",1998-05-19
"481","6/5/2016","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6776_ALHU","Selasphorus",2016-06-05
"482","8/4/1999","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1699_ANHU","Non-Selasphorus",1999-08-04
"483","3/4/2004","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Spring","caught by domestic animal","Non-selasphorus spp.","2627_ANHU","Non-Selasphorus",2004-03-04
"484","5/4/1996","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","1043_ANHU","Non-Selasphorus",1996-05-04
"485","11/3/2015","Released","malibu","No","Selasphorus","Male","adult-like",-79,"Fall","unknown","Selasphorus spp.","6571_ALHU","Selasphorus",2015-11-03
"486","5/19/2013","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4730_ANHU","Selasphorus",2013-05-19
"487","4/3/1999","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","suspect torpor-like state","Selasphorus spp.","1574_RUHU","Selasphorus",1999-04-03
"488","3/9/1997","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","1169_ANHU","Selasphorus",1997-03-09
"489","4/7/2016","Released","Lindsey","No","ANHU","Male","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","5567_ANHU","Non-Selasphorus",2016-04-07
"490","6/6/2014","Released","malibu","Yes","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","6259_ANHU","Non-Selasphorus",2014-06-06
"491","3/21/1991","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","39_ALHU","Selasphorus",1991-03-21
"492","12/13/1996","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1140_ANHU","Non-Selasphorus",1996-12-13
"493","3/8/1995","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","767_ANHU","Selasphorus",1995-03-08
"494","6/11/1991","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","121_ANHU","Non-Selasphorus",1991-06-11
"495","3/10/2005","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","2815_ANHU","Non-Selasphorus",2005-03-10
"496","8/11/2015","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","6490_ANHU","Non-Selasphorus",2015-08-11
"497","4/27/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Non-selasphorus spp.","5293_ANHU","Selasphorus",2015-04-27
"498","4/29/1994","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","631_ANHU","Non-Selasphorus",1994-04-29
"499","4/29/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1223_ANHU","Non-Selasphorus",1997-04-29
"500","8/2/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","suspect torpor-like state","Non-selasphorus spp.","352_ANHU","Non-Selasphorus",1992-08-02
"501","5/12/2016","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","6707_ANHU","Non-Selasphorus",2016-05-12
"502","7/20/2012","Released","Lindsey","Yes","ANHU","Male","adult-like",0,"Summer","unknown","Non-selasphorus spp.","4537_ANHU","Non-Selasphorus",2012-07-20
"503","9/8/1997","Released","Lindsey","No","BCHU","Female-like ","adult-like",0,"Fall","found inside","Non-selasphorus spp.","1304_BCHU","Non-Selasphorus",1997-09-08
"504","2/27/2013","Released","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4620_ANHU","Non-Selasphorus",2013-02-27
"505","3/31/2012","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4408_ANHU","Selasphorus",2012-03-31
"506","5/10/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","3090_ANHU","Non-Selasphorus",2006-05-10
"507","2/22/2013","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","4613_ANHU","Selasphorus",2013-02-22
"508","7/8/2009","Released","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3781_ANHU","Non-Selasphorus",2009-07-08
"509","8/12/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","910_ANHU","Non-Selasphorus",1995-08-12
"510","1/7/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1727_ANHU","Non-Selasphorus",2000-01-07
"511","6/30/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","687_ANHU","Non-Selasphorus",1994-06-30
"512","6/3/1998","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","1433_ANHU","Selasphorus",1998-06-03
"513","9/8/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","1119_ANHU","Non-Selasphorus",1996-09-08
"514","6/16/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","5386_ANHU","Non-Selasphorus",2015-06-16
"515","9/29/2016","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Fall","found on the ground","Selasphorus spp.","6804_ALHU","Selasphorus",2016-09-29
"516","8/23/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","6919_ANHU","Non-Selasphorus",2016-08-23
"517","6/15/2008","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","3525_ANHU","Selasphorus",2008-06-15
"518","6/14/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","3757_ANHU","Non-Selasphorus",2009-06-14
"519","7/5/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2085_ANHU","Non-Selasphorus",2001-07-05
"520","6/22/2010","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","3997_ANHU","Selasphorus",2010-06-22
"521","8/20/2016","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5697_ANHU","Non-Selasphorus",2016-08-20
"522","6/4/2016","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6792_ALHU","Selasphorus",2016-06-04
"523","6/20/2016","Released","Santa Barbara","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","6885_ANHU","Non-Selasphorus",2016-06-20
"524","1/28/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","2148_ANHU","Non-Selasphorus",2002-01-28
"525","4/10/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3248_ANHU","Non-Selasphorus",2007-04-10
"526","8/19/2002","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","suspect torpor-like state","Selasphorus spp.","2326_ALHU","Selasphorus",2002-08-19
"527","2/15/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1959_ANHU","Non-Selasphorus",2001-02-15
"528","4/1/2016","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5556_ANHU","Non-Selasphorus",2016-04-01
"529","12/12/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4333_ANHU","Non-Selasphorus",2011-12-12
"530","7/28/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","157_ANHU","Non-Selasphorus",1991-07-28
"531","1/10/2015","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Winter","nest-related","Non-selasphorus spp.","6339_ANHU","Non-Selasphorus",2015-01-10
"532","8/14/2012","Died","Lindsey","Yes","Selasphorus","Male","adult-like",3,"Summer","window hit","Selasphorus spp.","4555_ALHU","Selasphorus",2012-08-14
"533","5/19/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","4212_ANHU","Non-Selasphorus",2011-05-19
"534","4/9/2007","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3246_ANHU","Selasphorus",2007-04-09
"535","6/14/2011","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4248_ANHU","Non-Selasphorus",2011-06-14
"536","6/3/2005","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2903_ANHU","Selasphorus",2005-06-03
"537","12/28/2016","Died","malibu","Yes","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","6835_ANHU","Non-Selasphorus",2016-12-28
"538","4/28/2015","Died","Lindsey","No","Selasphorus","Male","adult-like",0,"Spring","unknown","Selasphorus spp.","5298_RUHU","Selasphorus",2015-04-28
"539","3/20/2002","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2179_ANHU","Non-Selasphorus",2002-03-20
"540","3/18/1997","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",3,"Spring","unknown","Non-selasphorus spp.","1182_ANHU","Non-Selasphorus",1997-03-18
"541","2/15/1998","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1334_ANHU","Non-Selasphorus",1998-02-15
"542","2/8/2001","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1955_ANHU","Non-Selasphorus",2001-02-08
"543","6/6/2011","Released","Lindsey","Yes","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","4239_ALHU","Selasphorus",2011-06-06
"544","2/10/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","947_ANHU","Non-Selasphorus",1996-02-10
"545","4/2/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","4932_ANHU","Non-Selasphorus",2014-04-02
"546","7/8/1998","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","1460_ANHU","Selasphorus",1998-07-08
"547","4/26/2008","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3483_ANHU","Non-Selasphorus",2008-04-26
"548","10/30/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","3164_ANHU","Non-Selasphorus",2006-10-30
"549","8/24/2009","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","caught by domestic animal","Selasphorus spp.","3812_ALHU","Selasphorus",2009-08-24
"550","2/17/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1960_ANHU","Non-Selasphorus",2001-02-17
